id,other_social_response,fb_minutes,other_social_minutes,sum_social_minutes
10029,Between 1 and 30 minutes,300,15,315
21776,Between 1 and 30 minutes,120,15,135
22788,More than 3 hours,35,180,215
11909,Between 31 minutes and 1 hour,35,45,80
21843,Between 1 and 2 hours,60,90,150
11039,Between 2 and 3 hours,30,150,180
12131,Between 1 and 2 hours,30,90,120
9833,0 minutes,30,0,30
1576,Between 1 and 2 hours,60,90,150
11569,Between 1 and 2 hours,120,90,210
10821,Between 1 and 2 hours,45,90,135
11135,Between 2 and 3 hours,30,150,180
18233,Between 1 and 2 hours,30,90,120
23503,More than 3 hours,120,180,300
10166,More than 3 hours,550,180,730
11880,Between 1 and 30 minutes,180,15,195
1419,Between 1 and 2 hours,40,90,130
18427,Between 1 and 2 hours,30,90,120
2799,Between 1 and 30 minutes,39,15,54
17741,Between 1 and 2 hours,90,90,180
844,Between 1 and 2 hours,240,90,330
21400,More than 3 hours,100,180,280
1843,More than 3 hours,45,180,225
2313,More than 3 hours,60,180,240
22026,Between 31 minutes and 1 hour,540,45,585
17515,Between 2 and 3 hours,60,150,210
2294,Between 1 and 2 hours,20,90,110
22695,Between 1 and 2 hours,90,90,180
11770,Between 1 and 2 hours,120,90,210
136,Between 2 and 3 hours,15,150,165
2704,Between 2 and 3 hours,60,150,210
16051,Between 1 and 30 minutes,25,15,40
1811,Between 1 and 30 minutes,25,15,40
10004,More than 3 hours,45,180,225
20510,Between 2 and 3 hours,80,150,230
13411,Between 1 and 2 hours,30,90,120
548,More than 3 hours,120,180,300
2631,More than 3 hours,90,180,270
1910,More than 3 hours,260,180,440
2525,More than 3 hours,45,180,225
14527,Between 31 minutes and 1 hour,60,45,105
14398,Between 1 and 2 hours,45,90,135
13709,Between 1 and 2 hours,30,90,120
23838,Between 2 and 3 hours,60,150,210
1937,Between 1 and 2 hours,75,90,165
15646,Between 1 and 30 minutes,90,15,105
1907,More than 3 hours,60,180,240
2854,More than 3 hours,180,180,360
11073,Between 1 and 2 hours,60,90,150
2800,Between 1 and 2 hours,20,90,110
1635,More than 3 hours,60,180,240
219,Between 1 and 2 hours,240,90,330
16711,More than 3 hours,120,180,300
13546,More than 3 hours,20,180,200
2205,More than 3 hours,500,180,680
10352,Between 2 and 3 hours,64,150,214
15604,Between 31 minutes and 1 hour,80,45,125
11115,0 minutes,20,0,20
10090,Between 1 and 2 hours,75,90,165
18112,Between 1 and 30 minutes,180,15,195
23739,More than 3 hours,45,180,225
23955,0 minutes,45,0,45
1873,More than 3 hours,30,180,210
18780,Between 1 and 30 minutes,60,15,75
10008,Between 1 and 30 minutes,30,15,45
1760,Between 2 and 3 hours,30,150,180
21108,Between 31 minutes and 1 hour,200,45,245
913,Between 1 and 30 minutes,40,15,55
3086,Between 2 and 3 hours,34,150,184
2023,More than 3 hours,25,180,205
14776,Between 1 and 2 hours,60,90,150
19074,More than 3 hours,180,180,360
1424,More than 3 hours,120,180,300
941,Between 2 and 3 hours,120,150,270
24187,More than 3 hours,60,180,240
177,Between 31 minutes and 1 hour,120,45,165
15499,Between 1 and 2 hours,175,90,265
2651,Between 1 and 2 hours,90,90,180
1658,More than 3 hours,75,180,255
613,Between 31 minutes and 1 hour,90,45,135
1473,Between 1 and 2 hours,30,90,120
777,More than 3 hours,45,180,225
2548,Between 1 and 2 hours,45,90,135
2183,More than 3 hours,200,180,380
1066,Between 1 and 2 hours,45,90,135
232,0 minutes,30,0,30
1081,More than 3 hours,120,180,300
10767,Between 1 and 30 minutes,30,15,45
680,More than 3 hours,60,180,240
23030,More than 3 hours,120,180,300
3019,More than 3 hours,30,180,210
296,Between 31 minutes and 1 hour,45,45,90
21801,Between 1 and 2 hours,30,90,120
18646,More than 3 hours,30,180,210
24231,More than 3 hours,60,180,240
17390,Between 1 and 30 minutes,40,15,55
328,More than 3 hours,60,180,240
12483,Between 2 and 3 hours,30,150,180
763,Between 1 and 2 hours,45,90,135
2245,More than 3 hours,90,180,270
1339,More than 3 hours,45,180,225
2485,Between 1 and 2 hours,30,90,120
17574,Between 1 and 30 minutes,35,15,50
865,Between 2 and 3 hours,60,150,210
1149,Between 2 and 3 hours,100,150,250
21949,Between 31 minutes and 1 hour,45,45,90
23834,More than 3 hours,45,180,225
17478,Between 31 minutes and 1 hour,60,45,105
17599,More than 3 hours,30,180,210
3129,More than 3 hours,400,180,580
2815,Between 1 and 30 minutes,60,15,75
10530,Between 2 and 3 hours,60,150,210
1273,More than 3 hours,30,180,210
939,Between 1 and 2 hours,50,90,140
2243,Between 1 and 2 hours,20,90,110
2764,More than 3 hours,180,180,360
15166,More than 3 hours,240,180,420
972,Between 1 and 2 hours,45,90,135
2068,Between 1 and 30 minutes,90,15,105
74,More than 3 hours,500,180,680
2503,Between 2 and 3 hours,120,150,270
11217,More than 3 hours,20,180,200
10867,Between 1 and 2 hours,65,90,155
17348,Between 1 and 30 minutes,80,15,95
11513,Between 31 minutes and 1 hour,120,45,165
17058,Between 2 and 3 hours,60,150,210
2751,0 minutes,200,0,200
2928,Between 2 and 3 hours,60,150,210
23384,Between 2 and 3 hours,47,150,197
612,Between 1 and 2 hours,80,90,170
906,Between 2 and 3 hours,25,150,175
19048,Between 2 and 3 hours,60,150,210
12124,Between 31 minutes and 1 hour,350,45,395
23092,Between 1 and 2 hours,240,90,330
21852,More than 3 hours,30,180,210
988,Between 1 and 2 hours,120,90,210
19065,Between 1 and 2 hours,90,90,180
786,More than 3 hours,60,180,240
711,Between 2 and 3 hours,60,150,210
11354,Between 1 and 30 minutes,240,15,255
19493,More than 3 hours,30,180,210
16560,More than 3 hours,30,180,210
240,Between 2 and 3 hours,180,150,330
604,More than 3 hours,120,180,300
19,Between 1 and 30 minutes,45,15,60
11567,More than 3 hours,60,180,240
94,Between 1 and 2 hours,60,90,150
19069,Between 31 minutes and 1 hour,30,45,75
3076,More than 3 hours,180,180,360
2889,Between 1 and 2 hours,60,90,150
2847,Between 2 and 3 hours,30,150,180
2463,Between 1 and 2 hours,90,90,180
10538,Between 31 minutes and 1 hour,120,45,165
2016,Between 31 minutes and 1 hour,240,45,285
11421,Between 1 and 2 hours,200,90,290
13733,Between 1 and 2 hours,30,90,120
520,Between 1 and 2 hours,30,90,120
20547,Between 2 and 3 hours,100,150,250
1634,Between 1 and 30 minutes,60,15,75
16277,Between 2 and 3 hours,45,150,195
12,Between 31 minutes and 1 hour,90,45,135
2427,More than 3 hours,120,180,300
15146,Between 31 minutes and 1 hour,30,45,75
14800,Between 31 minutes and 1 hour,180,45,225
956,More than 3 hours,55,180,235
15905,Between 1 and 2 hours,30,90,120
14,0 minutes,300,0,300
1595,Between 1 and 30 minutes,360,15,375
966,More than 3 hours,160,180,340
2649,Between 31 minutes and 1 hour,20,45,65
2994,Between 1 and 30 minutes,80,15,95
17076,Between 2 and 3 hours,120,150,270
854,Between 31 minutes and 1 hour,90,45,135
1749,More than 3 hours,60,180,240
2123,Between 2 and 3 hours,180,150,330
179,More than 3 hours,40,180,220
526,Between 1 and 30 minutes,45,15,60
3108,More than 3 hours,20,180,200
1118,Between 2 and 3 hours,75,150,225
206,Between 2 and 3 hours,90,150,240
10769,Between 1 and 30 minutes,30,15,45
86,More than 3 hours,130,180,310
16280,More than 3 hours,60,180,240
2162,Between 1 and 2 hours,200,90,290
934,Between 31 minutes and 1 hour,240,45,285
21862,More than 3 hours,300,180,480
2960,Between 2 and 3 hours,100,150,250
2612,More than 3 hours,60,180,240
1897,Between 1 and 30 minutes,60,15,75
13799,Between 1 and 2 hours,60,90,150
2978,Between 1 and 2 hours,300,90,390
17308,Between 1 and 2 hours,180,90,270
19509,Between 1 and 2 hours,45,90,135
1675,More than 3 hours,60,180,240
2897,More than 3 hours,45,180,225
23233,Between 1 and 2 hours,180,90,270
21349,Between 1 and 30 minutes,100,15,115
23122,More than 3 hours,160,180,340
2222,More than 3 hours,240,180,420
10116,More than 3 hours,120,180,300
17476,Between 1 and 30 minutes,120,15,135
1176,More than 3 hours,70,180,250
13008,Between 1 and 2 hours,45,90,135
1941,Between 2 and 3 hours,30,150,180
14252,Between 2 and 3 hours,90,150,240
2298,Between 2 and 3 hours,180,150,330
1411,0 minutes,60,0,60
2224,Between 1 and 2 hours,35,90,125
16873,Between 2 and 3 hours,75,150,225
12389,Between 2 and 3 hours,45,150,195
2190,Between 1 and 2 hours,120,90,210
1682,Between 2 and 3 hours,45,150,195
2379,Between 31 minutes and 1 hour,180,45,225
10442,More than 3 hours,45,180,225
10846,More than 3 hours,120,180,300
23347,Between 1 and 2 hours,75,90,165
2529,Between 2 and 3 hours,300,150,450
20052,More than 3 hours,30,180,210
16936,Between 1 and 2 hours,240,90,330
15869,More than 3 hours,500,180,680
1500,Between 1 and 30 minutes,5,15,20
13146,More than 3 hours,60,180,240
1485,0 minutes,60,0,60
20362,Between 2 and 3 hours,180,150,330
1433,Between 2 and 3 hours,60,150,210
1588,More than 3 hours,90,180,270
1279,Between 1 and 2 hours,180,90,270
11630,More than 3 hours,240,180,420
244,More than 3 hours,180,180,360
1934,Between 1 and 30 minutes,30,15,45
10966,More than 3 hours,240,180,420
22792,0 minutes,180,0,180
1021,More than 3 hours,600,180,780
11455,Between 2 and 3 hours,45,150,195
17305,More than 3 hours,120,180,300
1146,More than 3 hours,60,180,240
21320,Between 1 and 2 hours,60,90,150
18081,More than 3 hours,30,180,210
11707,Between 31 minutes and 1 hour,60,45,105
951,Between 1 and 2 hours,60,90,150
389,More than 3 hours,200,180,380
1253,More than 3 hours,200,180,380
1966,Between 1 and 2 hours,120,90,210
1373,More than 3 hours,20,180,200
2479,Between 31 minutes and 1 hour,300,45,345
23071,Between 2 and 3 hours,80,150,230
20047,Between 31 minutes and 1 hour,30,45,75
15059,Between 1 and 2 hours,45,90,135
1544,Between 1 and 2 hours,120,90,210
13691,Between 1 and 2 hours,120,90,210
1463,More than 3 hours,120,180,300
2342,More than 3 hours,75,180,255
14338,Between 1 and 2 hours,30,90,120
17787,More than 3 hours,240,180,420
2778,Between 31 minutes and 1 hour,90,45,135
1589,Between 1 and 30 minutes,120,15,135
18071,Between 31 minutes and 1 hour,30,45,75
1414,Between 2 and 3 hours,90,150,240
601,More than 3 hours,150,180,330
18094,Between 2 and 3 hours,60,150,210
1191,More than 3 hours,60,180,240
2257,More than 3 hours,60,180,240
20936,More than 3 hours,90,180,270
21842,Between 1 and 2 hours,60,90,150
2710,Between 2 and 3 hours,60,150,210
1917,Between 1 and 30 minutes,120,15,135
811,0 minutes,120,0,120
2796,Between 31 minutes and 1 hour,60,45,105
190,Between 2 and 3 hours,60,150,210
2108,More than 3 hours,120,180,300
12103,Between 1 and 30 minutes,45,15,60
17471,More than 3 hours,60,180,240
11802,More than 3 hours,240,180,420
1170,Between 1 and 2 hours,270,90,360
11887,0 minutes,60,0,60
2106,Between 31 minutes and 1 hour,60,45,105
22417,Between 2 and 3 hours,20,150,170
20446,Between 1 and 30 minutes,60,15,75
1106,Between 31 minutes and 1 hour,60,45,105
1189,Between 2 and 3 hours,20,150,170
18721,Between 1 and 30 minutes,45,15,60
338,Between 31 minutes and 1 hour,240,45,285
15142,Between 31 minutes and 1 hour,60,45,105
2868,Between 2 and 3 hours,240,150,390
1009,Between 2 and 3 hours,120,150,270
108,More than 3 hours,60,180,240
16518,Between 1 and 2 hours,120,90,210
15504,More than 3 hours,60,180,240
630,Between 31 minutes and 1 hour,60,45,105
17112,More than 3 hours,240,180,420
19881,Between 2 and 3 hours,200,150,350
23074,Between 2 and 3 hours,60,150,210
24100,Between 1 and 30 minutes,60,15,75
14892,Between 1 and 30 minutes,20,15,35
15301,Between 1 and 2 hours,45,90,135
17620,Between 1 and 2 hours,60,90,150
2733,Between 1 and 2 hours,60,90,150
657,Between 31 minutes and 1 hour,45,45,90
21695,More than 3 hours,480,180,660
15751,More than 3 hours,60,180,240
17872,Between 31 minutes and 1 hour,30,45,75
21880,Between 1 and 2 hours,300,90,390
22199,Between 1 and 30 minutes,240,15,255
21078,Between 1 and 30 minutes,40,15,55
1521,Between 1 and 2 hours,175,90,265
9887,More than 3 hours,240,180,420
15933,More than 3 hours,180,180,360
2902,More than 3 hours,250,180,430
1756,Between 1 and 2 hours,200,90,290
15362,More than 3 hours,45,180,225
217,Between 31 minutes and 1 hour,30,45,75
20317,More than 3 hours,45,180,225
20356,Between 31 minutes and 1 hour,90,45,135
2551,Between 2 and 3 hours,60,150,210
19318,Between 1 and 30 minutes,45,15,60
21723,Between 1 and 2 hours,120,90,210
2179,Between 2 and 3 hours,120,150,270
1026,Between 2 and 3 hours,20,150,170
1161,More than 3 hours,100,180,280
13396,Between 1 and 2 hours,120,90,210
431,Between 2 and 3 hours,45,150,195
1140,Between 31 minutes and 1 hour,180,45,225
11760,Between 2 and 3 hours,30,150,180
13377,More than 3 hours,30,180,210
9545,Between 1 and 2 hours,60,90,150
199,Between 1 and 2 hours,120,90,210
10756,Between 2 and 3 hours,45,150,195
10674,Between 2 and 3 hours,90,150,240
17900,More than 3 hours,90,180,270
21220,More than 3 hours,20,180,200
19715,Between 1 and 2 hours,90,90,180
1239,Between 1 and 2 hours,60,90,150
14209,Between 1 and 30 minutes,30,15,45
17928,More than 3 hours,120,180,300
20239,Between 1 and 30 minutes,30,15,45
11042,Between 1 and 2 hours,30,90,120
11579,More than 3 hours,40,180,220
12346,More than 3 hours,240,180,420
11397,More than 3 hours,60,180,240
15831,Between 1 and 2 hours,90,90,180
857,Between 2 and 3 hours,90,150,240
12353,More than 3 hours,180,180,360
761,Between 1 and 2 hours,45,90,135
9534,Between 1 and 2 hours,180,90,270
2174,Between 31 minutes and 1 hour,30,45,75
867,Between 1 and 30 minutes,60,15,75
20141,Between 31 minutes and 1 hour,60,45,105
14003,Between 1 and 2 hours,90,90,180
2361,Between 1 and 2 hours,70,90,160
1117,Between 1 and 30 minutes,30,15,45
1964,More than 3 hours,30,180,210
13894,Between 31 minutes and 1 hour,45,45,90
18253,Between 2 and 3 hours,20,150,170
22546,0 minutes,120,0,120
2367,Between 1 and 2 hours,90,90,180
15814,Between 1 and 2 hours,30,90,120
9916,More than 3 hours,15,180,195
2383,Between 2 and 3 hours,60,150,210
18693,Between 1 and 2 hours,60,90,150
14706,Between 2 and 3 hours,400,150,550
210,More than 3 hours,60,180,240
11949,Between 1 and 30 minutes,300,15,315
18540,Between 2 and 3 hours,120,150,270
23285,Between 1 and 2 hours,45,90,135
20918,More than 3 hours,120,180,300
1051,Between 1 and 30 minutes,120,15,135
15401,More than 3 hours,300,180,480
16939,More than 3 hours,60,180,240
1539,Between 1 and 2 hours,90,90,180
999,Between 1 and 2 hours,120,90,210
15567,More than 3 hours,45,180,225
16104,More than 3 hours,60,180,240
23278,Between 31 minutes and 1 hour,25,45,70
2092,More than 3 hours,120,180,300
1374,Between 2 and 3 hours,60,150,210
21624,Between 2 and 3 hours,100,150,250
19640,Between 1 and 2 hours,45,90,135
22328,Between 2 and 3 hours,45,150,195
15136,Between 1 and 2 hours,120,90,210
16475,Between 1 and 2 hours,70,90,160
19114,Between 1 and 2 hours,45,90,135
13441,Between 1 and 2 hours,45,90,135
448,More than 3 hours,90,180,270
16972,Between 31 minutes and 1 hour,45,45,90
1105,Between 2 and 3 hours,45,150,195
17078,Between 2 and 3 hours,60,150,210
397,Between 31 minutes and 1 hour,60,45,105
639,Between 2 and 3 hours,60,150,210
2498,Between 31 minutes and 1 hour,60,45,105
2048,More than 3 hours,120,180,300
22207,Between 31 minutes and 1 hour,60,45,105
16647,Between 1 and 2 hours,120,90,210
24002,Between 31 minutes and 1 hour,45,45,90
16352,Between 2 and 3 hours,100,150,250
20174,More than 3 hours,480,180,660
10085,More than 3 hours,45,180,225
17843,Between 1 and 2 hours,300,90,390
10734,Between 2 and 3 hours,560,150,710
16523,Between 1 and 2 hours,120,90,210
1984,Between 31 minutes and 1 hour,130,45,175
21734,More than 3 hours,20,180,200
19510,More than 3 hours,240,180,420
18570,More than 3 hours,120,180,300
2283,Between 2 and 3 hours,0,150,150
2282,Between 1 and 30 minutes,35,15,50
15765,Between 2 and 3 hours,75,150,225
2777,Between 31 minutes and 1 hour,45,45,90
2922,Between 2 and 3 hours,200,150,350
18274,0 minutes,90,0,90
19586,Between 31 minutes and 1 hour,15,45,60
13878,More than 3 hours,60,180,240
11877,More than 3 hours,180,180,360
14123,More than 3 hours,120,180,300
15145,Between 1 and 30 minutes,60,15,75
19582,More than 3 hours,90,180,270
10300,Between 2 and 3 hours,30,150,180
24319,Between 31 minutes and 1 hour,60,45,105
778,Between 2 and 3 hours,240,150,390
12123,Between 31 minutes and 1 hour,120,45,165
23006,0 minutes,60,0,60
1733,More than 3 hours,45,180,225
142,Between 1 and 2 hours,25,90,115
411,Between 1 and 2 hours,15,90,105
1878,More than 3 hours,280,180,460
18500,Between 31 minutes and 1 hour,10,45,55
22587,Between 2 and 3 hours,120,150,270
2326,More than 3 hours,30,180,210
15830,Between 31 minutes and 1 hour,120,45,165
1152,Between 1 and 2 hours,30,90,120
20644,More than 3 hours,120,180,300
981,0 minutes,90,0,90
11618,Between 2 and 3 hours,240,150,390
640,Between 2 and 3 hours,120,150,270
10810,Between 2 and 3 hours,60,150,210
1580,Between 1 and 2 hours,45,90,135
1271,Between 2 and 3 hours,60,150,210
393,More than 3 hours,60,180,240
22736,Between 31 minutes and 1 hour,45,45,90
1201,Between 2 and 3 hours,30,150,180
22687,Between 2 and 3 hours,300,150,450
3057,Between 2 and 3 hours,45,150,195
23611,Between 31 minutes and 1 hour,35,45,80
14671,Between 2 and 3 hours,45,150,195
15770,More than 3 hours,120,180,300
2419,More than 3 hours,300,180,480
1446,Between 2 and 3 hours,500,150,650
1735,More than 3 hours,30,180,210
1037,Between 1 and 30 minutes,60,15,75
1054,Between 1 and 30 minutes,20,15,35
15107,Between 2 and 3 hours,300,150,450
13286,Between 1 and 30 minutes,30,15,45
24061,More than 3 hours,300,180,480
21590,More than 3 hours,300,180,480
17633,More than 3 hours,300,180,480
20634,0 minutes,30,0,30
19317,More than 3 hours,300,180,480
22523,Between 1 and 2 hours,120,90,210
1236,Between 1 and 30 minutes,30,15,45
2836,Between 31 minutes and 1 hour,60,45,105
23974,More than 3 hours,90,180,270
790,Between 1 and 2 hours,30,90,120
23450,Between 2 and 3 hours,20,150,170
12188,Between 31 minutes and 1 hour,90,45,135
23342,Between 2 and 3 hours,300,150,450
17304,Between 1 and 2 hours,45,90,135
21245,More than 3 hours,95,180,275
13796,Between 31 minutes and 1 hour,240,45,285
13028,Between 1 and 2 hours,300,90,390
702,Between 2 and 3 hours,10,150,160
20726,More than 3 hours,20,180,200
400,Between 1 and 2 hours,30,90,120
1404,More than 3 hours,120,180,300
2972,Between 31 minutes and 1 hour,100,45,145
2303,Between 31 minutes and 1 hour,45,45,90
20970,Between 1 and 2 hours,15,90,105
20492,Between 2 and 3 hours,120,150,270
213,More than 3 hours,75,180,255
14110,More than 3 hours,60,180,240
16879,More than 3 hours,900,180,1080
15636,Between 2 and 3 hours,20,150,170
733,More than 3 hours,30,180,210
2795,Between 31 minutes and 1 hour,60,45,105
15165,Between 2 and 3 hours,180,150,330
23181,Between 31 minutes and 1 hour,40,45,85
21543,More than 3 hours,940,180,1120
2026,More than 3 hours,90,180,270
2039,Between 1 and 2 hours,120,90,210
823,Between 1 and 2 hours,120,90,210
17184,Between 1 and 2 hours,25,90,115
15825,More than 3 hours,45,180,225
22785,Between 2 and 3 hours,75,150,225
22595,Between 2 and 3 hours,30,150,180
1322,Between 31 minutes and 1 hour,90,45,135
1911,Between 1 and 30 minutes,60,15,75
11273,Between 31 minutes and 1 hour,30,45,75
15725,Between 2 and 3 hours,240,150,390
2304,Between 1 and 2 hours,45,90,135
1781,Between 1 and 2 hours,40,90,130
751,Between 1 and 2 hours,60,90,150
14969,Between 31 minutes and 1 hour,45,45,90
18972,Between 1 and 2 hours,40,90,130
22594,Between 31 minutes and 1 hour,40,45,85
1017,More than 3 hours,120,180,300
745,More than 3 hours,85,180,265
293,Between 31 minutes and 1 hour,34,45,79
18532,More than 3 hours,180,180,360
3099,Between 2 and 3 hours,30,150,180
2883,Between 1 and 2 hours,300,90,390
870,Between 1 and 30 minutes,5,15,20
236,Between 1 and 2 hours,240,90,330
3111,More than 3 hours,600,180,780
1547,Between 1 and 2 hours,120,90,210
15615,Between 1 and 2 hours,60,90,150
16403,Between 2 and 3 hours,30,150,180
21804,Between 2 and 3 hours,60,150,210
21896,More than 3 hours,300,180,480
13854,0 minutes,45,0,45
346,More than 3 hours,500,180,680
11965,Between 1 and 2 hours,40,90,130
276,Between 1 and 30 minutes,420,15,435
23337,Between 31 minutes and 1 hour,40,45,85
16886,Between 31 minutes and 1 hour,360,45,405
10746,Between 31 minutes and 1 hour,75,45,120
964,Between 2 and 3 hours,120,150,270
9678,Between 1 and 2 hours,20,90,110
189,Between 1 and 2 hours,100,90,190
385,Between 1 and 2 hours,60,90,150
1352,Between 2 and 3 hours,40,150,190
10465,Between 1 and 2 hours,48,90,138
17505,More than 3 hours,100,180,280
18168,Between 31 minutes and 1 hour,25,45,70
17992,More than 3 hours,90,180,270
662,Between 1 and 30 minutes,30,15,45
1218,Between 1 and 2 hours,30,90,120
708,More than 3 hours,25,180,205
2127,Between 31 minutes and 1 hour,400,45,445
747,Between 2 and 3 hours,75,150,225
2724,Between 1 and 30 minutes,60,15,75
18192,Between 31 minutes and 1 hour,20,45,65
1389,Between 2 and 3 hours,90,150,240
1798,Between 1 and 2 hours,75,90,165
13580,More than 3 hours,160,180,340
2444,More than 3 hours,240,180,420
2929,Between 1 and 2 hours,15,90,105
643,Between 1 and 2 hours,30,90,120
13302,Between 1 and 2 hours,90,90,180
13760,Between 2 and 3 hours,80,150,230
76,More than 3 hours,120,180,300
1113,More than 3 hours,240,180,420
23825,Between 2 and 3 hours,125,150,275
10900,Between 2 and 3 hours,180,150,330
2352,Between 2 and 3 hours,90,150,240
1486,Between 1 and 2 hours,30,90,120
15797,More than 3 hours,85,180,265
372,Between 1 and 2 hours,200,90,290
315,Between 31 minutes and 1 hour,120,45,165
10583,More than 3 hours,150,180,330
19066,Between 1 and 2 hours,70,90,160
2916,Between 31 minutes and 1 hour,60,45,105
1469,Between 1 and 2 hours,80,90,170
1879,Between 31 minutes and 1 hour,90,45,135
24120,More than 3 hours,60,180,240
21535,Between 2 and 3 hours,45,150,195
17669,Between 1 and 2 hours,180,90,270
14660,Between 1 and 2 hours,75,90,165
15096,More than 3 hours,120,180,300
11698,Between 2 and 3 hours,90,150,240
1408,Between 2 and 3 hours,90,150,240
23741,Between 2 and 3 hours,90,150,240
1625,Between 31 minutes and 1 hour,120,45,165
2112,Between 2 and 3 hours,285,150,435
17545,More than 3 hours,40,180,220
2455,Between 2 and 3 hours,90,150,240
23167,More than 3 hours,30,180,210
18109,Between 1 and 2 hours,60,90,150
23923,Between 31 minutes and 1 hour,30,45,75
123,Between 2 and 3 hours,100,150,250
991,Between 31 minutes and 1 hour,200,45,245
23422,Between 2 and 3 hours,65,150,215
12941,More than 3 hours,20,180,200
1845,Between 31 minutes and 1 hour,20,45,65
356,More than 3 hours,400,180,580
13790,Between 31 minutes and 1 hour,400,45,445
1612,More than 3 hours,90,180,270
19086,Between 2 and 3 hours,120,150,270
367,Between 2 and 3 hours,30,150,180
11438,More than 3 hours,30,180,210
1803,Between 2 and 3 hours,60,150,210
12449,Between 31 minutes and 1 hour,240,45,285
2682,Between 1 and 2 hours,30,90,120
16666,Between 1 and 30 minutes,15,15,30
11784,Between 1 and 2 hours,60,90,150
14111,Between 1 and 2 hours,74,90,164
23767,Between 1 and 2 hours,30,90,120
1376,Between 1 and 2 hours,60,90,150
1206,Between 2 and 3 hours,120,150,270
20870,Between 1 and 2 hours,180,90,270
17313,More than 3 hours,150,180,330
21150,Between 1 and 2 hours,60,90,150
2201,More than 3 hours,20,180,200
2659,Between 2 and 3 hours,60,150,210
337,More than 3 hours,200,180,380
2688,More than 3 hours,120,180,300
15618,More than 3 hours,60,180,240
2892,Between 1 and 2 hours,600,90,690
365,0 minutes,45,0,45
16598,Between 2 and 3 hours,30,150,180
10118,Between 1 and 2 hours,38,90,128
1979,Between 31 minutes and 1 hour,30,45,75
12403,Between 31 minutes and 1 hour,30,45,75
12616,Between 1 and 30 minutes,120,15,135
17952,More than 3 hours,30,180,210
216,More than 3 hours,60,180,240
19192,Between 1 and 30 minutes,30,15,45
18591,More than 3 hours,90,180,270
13779,More than 3 hours,45,180,225
22127,Between 1 and 30 minutes,80,15,95
22573,Between 1 and 2 hours,100,90,190
2828,More than 3 hours,20,180,200
663,More than 3 hours,120,180,300
1437,More than 3 hours,45,180,225
20284,More than 3 hours,70,180,250
12895,Between 1 and 30 minutes,90,15,105
10060,Between 31 minutes and 1 hour,35,45,80
16160,Between 2 and 3 hours,50,150,200
22412,Between 1 and 2 hours,30,90,120
1711,0 minutes,180,0,180
12980,0 minutes,15,0,15
10693,Between 2 and 3 hours,20,150,170
9687,Between 1 and 30 minutes,30,15,45
20389,0 minutes,120,0,120
1023,More than 3 hours,90,180,270
20620,Between 1 and 2 hours,300,90,390
18894,Between 1 and 30 minutes,180,15,195
173,Between 1 and 30 minutes,240,15,255
1594,Between 1 and 2 hours,40,90,130
2406,More than 3 hours,120,180,300
23877,More than 3 hours,120,180,300
648,Between 2 and 3 hours,180,150,330
21326,Between 2 and 3 hours,90,150,240
1125,Between 1 and 30 minutes,90,15,105
10493,Between 1 and 2 hours,60,90,150
985,Between 2 and 3 hours,120,150,270
15306,Between 2 and 3 hours,120,150,270
23276,Between 1 and 30 minutes,60,15,75
17532,Between 2 and 3 hours,120,150,270
1102,Between 2 and 3 hours,60,150,210
204,More than 3 hours,45,180,225
11996,More than 3 hours,60,180,240
1989,More than 3 hours,45,180,225
2613,More than 3 hours,400,180,580
2550,More than 3 hours,90,180,270
20169,Between 1 and 2 hours,200,90,290
13602,More than 3 hours,30,180,210
23592,Between 31 minutes and 1 hour,60,45,105
9713,More than 3 hours,180,180,360
2965,Between 31 minutes and 1 hour,90,45,135
17635,Between 31 minutes and 1 hour,60,45,105
2437,Between 31 minutes and 1 hour,150,45,195
9849,Between 2 and 3 hours,300,150,450
1318,Between 1 and 2 hours,120,90,210
21770,Between 2 and 3 hours,20,150,170
2734,Between 31 minutes and 1 hour,60,45,105
13338,Between 2 and 3 hours,30,150,180
23521,More than 3 hours,90,180,270
14795,Between 31 minutes and 1 hour,120,45,165
2415,Between 1 and 2 hours,56,90,146
398,More than 3 hours,500,180,680
11559,More than 3 hours,400,180,580
54,Between 1 and 2 hours,200,90,290
19125,Between 1 and 2 hours,90,90,180
14605,Between 1 and 2 hours,100,90,190
2135,Between 1 and 2 hours,180,90,270
10725,Between 1 and 2 hours,120,90,210
19083,Between 31 minutes and 1 hour,50,45,95
11506,More than 3 hours,30,180,210
15883,Between 1 and 2 hours,200,90,290
2027,More than 3 hours,240,180,420
18737,Between 2 and 3 hours,180,150,330
11676,More than 3 hours,45,180,225
1010,Between 1 and 30 minutes,120,15,135
14951,0 minutes,40,0,40
22220,Between 31 minutes and 1 hour,120,45,165
1604,Between 2 and 3 hours,45,150,195
10023,More than 3 hours,310,180,490
16735,More than 3 hours,120,180,300
20707,Between 1 and 2 hours,60,90,150
590,Between 2 and 3 hours,100,150,250
13118,More than 3 hours,210,180,390
203,More than 3 hours,60,180,240
2246,More than 3 hours,45,180,225
1718,Between 1 and 2 hours,120,90,210
11212,Between 1 and 2 hours,30,90,120
13373,Between 1 and 2 hours,240,90,330
18366,Between 1 and 30 minutes,75,15,90
20810,More than 3 hours,90,180,270
15080,0 minutes,120,0,120
19740,Between 2 and 3 hours,400,150,550
11635,Between 31 minutes and 1 hour,300,45,345
18247,Between 1 and 2 hours,120,90,210
